time,accel_x_list,accel_y_list,accel_z_list,gyro_x_list,gyro_y_list,gyro_z_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list,Activity_Code,Activity_Name,Trial_ID,Age,Height,Weight,Gender,User_ID
0.0,1.4,5.1,8.1,-0.1,0.1,0.1,-0.3,-0.2,-0.2,-0.9,D01,Walking,R01,22.0,1.79,66.0,Male,U13
0.001,1.4,6.1,9.3,-0.1,0.1,0.1,-0.3,-0.2,-0.2,-0.9,D01,Walking,R01,22.0,1.79,66.0,Male,U13
0.011,1.4,4.7,8.5,-0.1,0.1,0.0,-0.3,-0.2,-0.2,-0.9,D01,Walking,R01,22.0,1.79,66.0,Male,U13
0.013,1.8,5.1,8.6,-0.1,0.1,0.0,-0.3,-0.2,-0.2,-0.9,D01,Walking,R01,22.0,1.79,66.0,Male,U13
0.014,0.9,6.0,8.9,-0.1,0.1,0.0,-0.3,-0.2,-0.2,-0.9,D01,Walking,R01,22.0,1.79,66.0,Male,U13
0.125,1.5,5.4,8.6,-0.1,0.0,0.1,-0.3,-0.1,-0.2,-0.9,D01,Walking,R01,22.0,1.79,66.0,Male,U13
0.13,1.1,5.4,8.8,-0.1,0.0,0.1,-0.3,-0.1,-0.2,-0.9,D01,Walking,R01,22.0,1.79,66.0,Male,U13
0.132,1.4,5.5,9.0,-0.1,0.0,0.1,-0.3,-0.1,-0.2,-0.9,D01,Walking,R01,22.0,1.79,66.0,Male,U13
0.134,1.5,5.2,9.0,-0.1,0.0,0.1,-0.3,-0.1,-0.2,-0.9,D01,Walking,R01,22.0,1.79,66.0,Male,U13
0.135,1.4,5.1,8.9,-0.1,0.0,0.1,-0.3,-0.1,-0.2,-0.9,D01,Walking,R01,22.0,1.79,66.0,Male,U13
0.226,1.3,5.1,8.7,-0.0,0.0,0.0,-0.3,-0.1,-0.2,-0.9,D01,Walking,R01,22.0,1.79,66.0,Male,U13
0.228,1.2,5.2,8.8,-0.0,0.0,0.0,-0.3,-0.1,-0.2,-0.9,D01,Walking,R01,22.0,1.79,66.0,Male,U13
0.229,1.5,5.0,8.7,-0.0,0.0,0.0,-0.3,-0.1,-0.2,-0.9,D01,Walking,R01,22.0,1.79,66.0,Male,U13
0.231,1.5,4.8,8.9,-0.0,0.0,0.0,-0.3,-0.1,-0.2,-0.9,D01,Walking,R01,22.0,1.79,66.0,Male,U13
0.232,1.5,4.8,9.0,-0.0,0.0,0.0,-0.3,-0.1,-0.2,-0.9,D01,Walking,R01,22.0,1.79,66.0,Male,U13
0.234,1.4,4.7,9.0,-0.0,0.0,0.0,-0.3,-0.1,-0.2,-0.9,D01,Walking,R01,22.0,1.79,66.0,Male,U13
