time,accel_x_list,accel_y_list,accel_z_list,gyro_x_list,gyro_y_list,gyro_z_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list,Activity_Code,Activity_Name,Trial_ID,Age,Height,Weight,Gender,User_ID
0.0,-6.3,1.9,6.2,0.0,0.0,-0.0,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.002,-6.2,2.9,8.0,0.2,-0.4,-0.1,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.004,-5.4,0.9,7.8,-0.2,-0.1,-0.0,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.009,-5.1,1.9,7.6,-0.1,0.2,-0.1,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.102,-6.9,1.1,6.7,-0.1,0.3,-0.2,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.104,-6.4,1.3,7.2,-0.1,0.3,-0.2,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.106,-6.3,1.8,7.4,-0.0,-0.0,-0.1,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.107,-5.7,1.6,7.5,-0.0,-0.0,-0.1,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.109,-5.8,1.3,7.5,-0.0,-0.2,0.0,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.114,-5.8,1.3,7.5,-0.0,-0.0,-0.0,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.201,-6.4,1.6,7.3,-0.0,-0.0,0.1,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.203,-6.2,1.6,7.3,0.0,0.0,0.1,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.204,-6.1,1.5,7.3,0.0,0.0,0.1,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.206,-6.1,1.5,7.4,0.1,0.0,0.1,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.208,-6.2,1.6,7.3,0.1,0.0,0.1,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.301,-6.2,1.7,7.4,0.1,-0.0,0.1,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.306,-6.1,1.7,7.2,0.1,-0.0,0.1,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.308,-6.0,1.9,7.3,0.1,-0.0,0.1,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.31,-6.1,1.9,7.5,0.1,-0.0,0.1,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.322,-6.0,1.9,7.5,0.1,-0.0,0.1,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.42,-5.8,1.8,7.5,-0.1,0.0,-0.2,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.422,-6.0,1.6,7.3,-0.1,0.0,-0.2,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.424,-5.9,1.4,7.4,-0.1,0.1,-0.2,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.425,-6.6,1.3,7.4,-0.1,0.1,-0.1,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.427,-6.4,1.4,7.5,-0.1,0.1,-0.0,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.475,-5.9,1.6,7.6,0.0,-0.0,0.0,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.476,-5.8,1.4,7.6,0.0,-0.0,0.0,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.481,-6.4,1.6,7.6,0.0,-0.1,0.1,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.483,-6.3,1.5,7.6,0.0,-0.1,0.1,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.605,-6.0,1.8,7.7,0.0,-0.1,0.0,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.607,-6.0,1.8,7.6,0.1,-0.1,0.1,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.608,-6.0,1.7,7.4,0.1,-0.1,0.1,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.61,-6.0,1.9,7.4,0.0,-0.1,0.1,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.612,-6.0,1.5,7.4,0.0,-0.1,0.1,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.703,-6.0,1.7,7.4,0.1,-0.1,0.0,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.704,-5.9,1.7,7.4,0.1,-0.1,0.0,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
0.706,-5.8,1.6,7.3,0.1,-0.1,0.0,-0.5,-0.3,-0.1,0.8,D01,Walking,R01,80.0,1.79,72.0,Male,U30
