time,accel_x_list,accel_y_list,accel_z_list,gyro_x_list,gyro_y_list,gyro_z_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list,Activity_Code,Activity_Name,Trial_ID,Age,Height,Weight,Gender,User_ID
0.0,-9.8,-1.4,-0.4,0.2,0.0,-0.1,0.7,0.0,0.7,-0.1,D01,Walking,R01,85.0,1.53,62.0,Female,U22
0.003,-9.8,-1.3,-0.3,-0.0,-0.1,-0.1,0.7,0.0,0.7,-0.1,D01,Walking,R01,85.0,1.53,62.0,Female,U22
0.005,-9.8,-1.7,-0.2,0.0,-0.1,-0.0,0.7,0.0,0.7,-0.1,D01,Walking,R01,85.0,1.53,62.0,Female,U22
0.007,-9.8,-2.2,0.2,0.0,-0.1,-0.0,0.7,0.0,0.7,-0.1,D01,Walking,R01,85.0,1.53,62.0,Female,U22
0.009,-9.6,-2.5,0.5,0.2,0.1,0.1,0.7,0.0,0.7,-0.1,D01,Walking,R01,85.0,1.53,62.0,Female,U22
0.101,-9.2,-1.5,0.6,-0.2,0.4,-0.0,0.7,0.0,0.7,-0.1,D01,Walking,R01,85.0,1.53,62.0,Female,U22
0.103,-10.3,-1.2,0.3,-0.2,0.4,-0.0,0.7,0.0,0.7,-0.1,D01,Walking,R01,85.0,1.53,62.0,Female,U22
0.105,-10.9,-2.2,-0.6,0.0,-0.1,0.0,0.7,0.0,0.7,-0.1,D01,Walking,R01,85.0,1.53,62.0,Female,U22
0.106,-9.3,-2.0,0.6,0.0,-0.1,0.0,0.7,0.0,0.7,-0.1,D01,Walking,R01,85.0,1.53,62.0,Female,U22
0.108,-9.8,-1.7,0.3,-0.0,-0.1,0.0,0.7,0.0,0.7,-0.1,D01,Walking,R01,85.0,1.53,62.0,Female,U22
0.11,-9.9,-1.9,0.1,-0.0,-0.1,0.0,0.7,0.0,0.7,-0.1,D01,Walking,R01,85.0,1.53,62.0,Female,U22
0.2,-9.8,-1.8,0.2,-0.0,-0.1,0.0,0.7,0.0,0.7,-0.1,D01,Walking,R01,85.0,1.53,62.0,Female,U22
0.202,-9.8,-2.0,-0.1,-0.1,-0.1,0.0,0.7,0.0,0.7,-0.1,D01,Walking,R01,85.0,1.53,62.0,Female,U22
0.204,-9.7,-2.0,-0.2,-0.1,-0.1,0.0,0.7,0.0,0.7,-0.1,D01,Walking,R01,85.0,1.53,62.0,Female,U22
0.205,-9.8,-1.8,-0.3,0.1,-0.0,0.1,0.7,0.0,0.7,-0.1,D01,Walking,R01,85.0,1.53,62.0,Female,U22
0.207,-9.9,-1.7,-0.2,0.2,-0.0,0.1,0.7,0.0,0.7,-0.1,D01,Walking,R01,85.0,1.53,62.0,Female,U22
0.276,-10.0,-1.7,-0.2,0.2,-0.0,0.0,0.7,0.0,0.7,-0.1,D01,Walking,R01,85.0,1.53,62.0,Female,U22
0.278,-9.9,-1.5,-0.1,0.2,-0.0,0.0,0.7,0.0,0.7,-0.1,D01,Walking,R01,85.0,1.53,62.0,Female,U22
