time,accel_x_list,accel_y_list,accel_z_list,gyro_x_list,gyro_y_list,gyro_z_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list,Activity_Code,Activity_Name,Trial_ID,Age,Height,Weight,Gender,User_ID
0.0,-8.3,-3.8,2.2,-0.4,-0.3,0.1,0.1,0.5,0.3,-0.8,D01,Walking,R01,81.0,1.73,72.0,Female,U25
0.001,-8.2,-4.0,2.3,-0.4,-0.3,0.1,0.1,0.5,0.3,-0.8,D01,Walking,R01,81.0,1.73,72.0,Female,U25
0.003,-9.0,-4.4,2.7,-0.4,-0.2,0.2,0.1,0.5,0.3,-0.8,D01,Walking,R01,81.0,1.73,72.0,Female,U25
0.077,-9.8,-4.1,2.3,-0.4,-0.2,0.4,0.2,0.5,0.3,-0.8,D01,Walking,R01,81.0,1.73,72.0,Female,U25
0.079,-9.1,-4.5,2.1,-0.4,-0.2,0.4,0.2,0.5,0.3,-0.8,D01,Walking,R01,81.0,1.73,72.0,Female,U25
0.08,-9.3,-4.1,2.0,-0.4,-0.2,0.4,0.2,0.5,0.3,-0.8,D01,Walking,R01,81.0,1.73,72.0,Female,U25
0.082,-9.2,-4.2,2.3,-0.4,-0.2,0.4,0.2,0.5,0.3,-0.8,D01,Walking,R01,81.0,1.73,72.0,Female,U25
0.084,-9.5,-4.2,2.3,-0.3,-0.2,0.3,0.2,0.5,0.3,-0.8,D01,Walking,R01,81.0,1.73,72.0,Female,U25
0.085,-9.6,-3.6,2.4,-0.3,-0.2,0.3,0.2,0.5,0.3,-0.8,D01,Walking,R01,81.0,1.73,72.0,Female,U25
0.087,-9.1,-3.6,2.3,-0.2,-0.1,0.2,0.2,0.5,0.3,-0.8,D01,Walking,R01,81.0,1.73,72.0,Female,U25
0.198,-8.3,-3.4,2.2,0.1,-0.1,-0.1,0.2,0.5,0.3,-0.8,D01,Walking,R01,81.0,1.73,72.0,Female,U25
0.2,-9.2,-3.5,2.2,0.0,-0.2,-0.2,0.2,0.5,0.3,-0.8,D01,Walking,R01,81.0,1.73,72.0,Female,U25
0.202,-8.3,-3.2,2.3,0.0,-0.2,-0.2,0.2,0.5,0.3,-0.8,D01,Walking,R01,81.0,1.73,72.0,Female,U25
0.301,-8.3,-3.1,2.4,-0.1,-0.3,-0.1,0.2,0.5,0.3,-0.8,D01,Walking,R01,81.0,1.73,72.0,Female,U25
0.307,-8.4,-3.1,2.5,-0.1,-0.3,-0.1,0.2,0.5,0.3,-0.8,D01,Walking,R01,81.0,1.73,72.0,Female,U25
0.309,-8.9,-2.8,2.4,-0.1,-0.3,-0.1,0.2,0.5,0.3,-0.8,D01,Walking,R01,81.0,1.73,72.0,Female,U25
0.311,-8.0,-3.0,2.4,-0.1,-0.3,-0.1,0.2,0.5,0.3,-0.8,D01,Walking,R01,81.0,1.73,72.0,Female,U25
0.313,-6.7,-5.8,1.8,-0.1,-0.3,-0.1,0.2,0.5,0.3,-0.8,D01,Walking,R01,81.0,1.73,72.0,Female,U25
0.314,-7.9,-2.2,2.5,-0.1,-0.3,-0.1,0.2,0.5,0.3,-0.8,D01,Walking,R01,81.0,1.73,72.0,Female,U25
0.4,-8.0,-3.3,2.2,-0.6,0.4,0.4,0.2,0.5,0.4,-0.8,D01,Walking,R01,81.0,1.73,72.0,Female,U25
0.402,-9.3,-3.6,2.0,-0.6,0.4,0.4,0.2,0.5,0.4,-0.8,D01,Walking,R01,81.0,1.73,72.0,Female,U25
