time,accel_x_list,accel_y_list,accel_z_list,gyro_x_list,gyro_y_list,gyro_z_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list,Activity_Code,Activity_Name,Trial_ID,Age,Height,Weight,Gender,User_ID
0.0,-1.6,-3.1,7.6,1.0,0.6,0.2,-0.8,0.2,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.002,-5.3,-2.4,8.3,0.3,0.4,0.4,-0.8,0.2,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.004,-4.5,-1.1,9.7,0.4,-0.1,0.0,-0.8,0.2,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.005,-4.2,-0.2,10.3,-0.4,-0.2,-0.0,-0.8,0.2,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.007,-2.5,-4.0,7.7,-0.4,-0.2,-0.0,-0.8,0.2,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.009,-4.1,-2.9,8.1,-1.0,-0.0,-0.2,-0.8,0.2,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.122,-4.0,-2.5,8.5,0.1,0.1,0.0,-0.8,0.2,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.123,-3.6,-2.5,8.4,0.1,0.1,0.0,-0.8,0.2,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.125,-4.0,-1.7,8.8,0.1,0.1,0.1,-0.8,0.2,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.127,-3.7,-2.2,9.0,-0.1,0.1,0.1,-0.8,0.2,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.204,-3.4,-2.9,8.7,-0.3,0.2,-0.0,-0.8,0.2,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.206,-3.8,-2.9,8.3,-0.2,0.2,-0.0,-0.8,0.2,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.208,-3.9,-2.7,8.4,-0.0,0.1,-0.0,-0.8,0.2,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.209,-4.0,-2.3,8.6,0.1,0.1,0.0,-0.8,0.2,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.211,-3.8,-2.2,8.8,0.1,0.0,-0.0,-0.8,0.2,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.213,-3.8,-2.2,8.8,-0.0,0.1,-0.1,-0.8,0.2,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.321,-4.1,-2.5,8.6,-0.0,0.1,-0.1,-0.8,0.2,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.329,-4.1,-2.5,8.7,-0.0,0.1,-0.1,-0.8,0.2,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.331,-3.9,-2.3,8.8,-0.0,0.1,-0.1,-0.8,0.2,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.399,-3.9,-2.1,8.7,-0.1,0.1,0.0,-0.8,0.2,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.401,-4.1,-2.5,8.6,-0.1,0.1,-0.0,-0.8,0.2,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.403,-4.0,-2.4,8.5,-0.1,0.0,-0.0,-0.8,0.2,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.404,-4.0,-2.3,8.5,-0.2,0.1,-0.0,-0.8,0.2,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.406,-4.2,-2.4,8.5,-0.2,0.1,-0.0,-0.8,0.2,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.408,-4.3,-2.4,8.5,-0.3,0.2,-0.0,-0.8,0.2,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.497,-4.2,-2.5,8.6,-0.6,0.2,-0.1,-0.8,0.3,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.498,-4.3,-2.5,8.6,-0.6,0.2,-0.1,-0.8,0.3,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.5,-4.3,-2.5,8.4,-0.8,0.2,-0.2,-0.8,0.3,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.502,-4.2,-2.6,8.4,-0.8,0.2,-0.2,-0.8,0.3,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.613,-4.2,-2.6,8.4,-1.4,0.3,-0.2,-0.8,0.3,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.614,-4.4,-2.7,8.4,-1.4,0.3,-0.2,-0.8,0.3,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.616,-4.6,-3.3,8.2,-1.8,0.2,-0.4,-0.8,0.3,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.618,-4.5,-3.8,7.9,-1.8,0.1,-0.5,-0.8,0.3,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.619,-5.7,-3.9,7.6,-1.8,0.1,-0.5,-0.8,0.3,-0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.703,-3.7,-4.9,7.7,-1.7,-0.3,-0.3,-0.8,0.3,-0.0,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.705,-6.0,-4.1,7.7,-1.7,-0.3,-0.3,-0.8,0.3,-0.0,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.707,-3.4,-5.9,7.0,-1.7,-0.3,-0.3,-0.8,0.3,-0.0,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.715,-4.1,-5.5,6.7,-1.7,-0.3,-0.3,-0.8,0.3,-0.0,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.724,-3.9,-5.6,6.9,-1.4,-0.3,-0.4,-0.8,0.3,-0.0,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.827,-3.7,-5.5,6.8,-1.4,-0.2,-0.2,-0.7,0.4,0.0,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.828,-3.5,-5.4,6.4,-1.4,-0.2,-0.2,-0.7,0.4,0.0,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.83,-3.2,-5.5,6.0,-1.7,0.0,-0.2,-0.7,0.4,0.0,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.832,-3.1,-5.9,5.7,-1.7,0.0,-0.2,-0.7,0.4,0.1,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.833,-3.5,-5.5,5.4,-2.1,0.1,-0.2,-0.7,0.4,0.1,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.924,-3.6,-5.4,5.7,-2.6,0.1,-0.3,-0.7,0.4,0.1,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.926,-3.6,-6.4,5.7,-2.6,0.1,-0.3,-0.7,0.4,0.1,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.932,-4.1,-8.2,4.7,-3.3,0.4,-0.5,-0.7,0.4,0.1,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.934,-4.2,-8.6,4.0,-3.1,0.3,-0.5,-0.7,0.4,0.1,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.935,-3.5,-8.0,3.3,-3.0,0.1,-0.5,-0.7,0.5,0.1,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
0.937,-3.1,-8.2,2.8,-2.9,0.2,-0.4,-0.7,0.5,0.1,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.023,-3.0,-8.5,2.5,-2.9,0.3,-0.4,-0.6,0.6,0.2,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.025,-3.2,-8.4,2.4,-3.0,0.3,-0.3,-0.6,0.6,0.2,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.026,-3.5,-9.2,2.0,-2.9,0.1,-0.3,-0.6,0.6,0.2,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.028,-3.5,-10.2,1.4,-2.9,0.1,-0.3,-0.6,0.6,0.2,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.03,-3.4,-10.4,0.8,-2.3,0.0,-0.1,-0.6,0.6,0.2,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.123,-3.1,-10.1,0.4,-1.8,-0.0,-0.1,-0.6,0.7,0.2,-0.4,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.124,-2.6,-9.9,-0.4,-1.8,-0.0,-0.1,-0.6,0.7,0.2,-0.4,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.134,-2.9,-9.6,-0.4,-1.8,-0.0,-0.1,-0.6,0.7,0.2,-0.4,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.141,-2.9,-9.1,-0.5,-1.2,-0.0,-0.1,-0.6,0.7,0.2,-0.4,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.143,-2.8,-8.7,-0.5,-1.2,-0.0,-0.1,-0.6,0.7,0.2,-0.4,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.225,-2.6,-8.2,-0.6,-1.2,-0.3,0.3,-0.5,0.7,0.3,-0.4,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.227,-2.6,-8.2,-0.7,-1.2,-0.3,0.3,-0.5,0.7,0.3,-0.4,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.229,-2.5,-7.8,-0.8,-1.1,-0.4,0.4,-0.5,0.7,0.3,-0.4,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.231,-2.2,-7.3,-0.9,-1.1,-0.4,0.4,-0.5,0.7,0.3,-0.4,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.234,-1.9,-6.9,-1.5,-0.2,-0.4,0.9,-0.5,0.7,0.3,-0.4,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.325,-2.0,-5.2,-0.9,0.6,0.0,1.8,-0.5,0.7,0.2,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.327,-2.6,-4.3,-0.1,0.6,0.0,1.8,-0.5,0.7,0.2,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.328,-3.3,-4.7,0.3,0.6,0.0,1.8,-0.5,0.7,0.2,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.33,-4.2,-5.4,0.3,0.1,0.2,2.1,-0.5,0.7,0.2,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.331,-5.2,-5.7,0.1,0.1,0.2,2.1,-0.5,0.7,0.2,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.448,-7.0,-5.8,-0.2,0.2,-0.1,3.8,-0.4,0.7,0.1,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.45,-8.7,-6.4,-1.1,0.8,-0.5,4.4,-0.4,0.7,0.1,-0.5,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.451,-9.9,-6.2,-0.9,1.4,-0.7,4.6,-0.4,0.7,0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.453,-10.5,-4.9,-0.4,1.4,-0.7,4.6,-0.4,0.7,0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.454,-11.1,-3.0,-0.1,1.4,-0.7,4.6,-0.4,0.7,0.1,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.528,-12.9,-0.8,1.7,-0.1,-0.1,4.2,-0.3,0.7,-0.0,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.537,-16.7,-6.4,-1.1,-0.1,-0.1,4.2,-0.3,0.7,-0.0,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.539,-16.0,-10.5,-1.7,-0.1,-0.1,4.2,-0.3,0.7,-0.0,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.541,-12.8,-5.9,0.7,-0.1,-0.1,4.2,-0.3,0.7,-0.0,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.546,-11.6,-3.3,1.6,-1.5,0.3,3.2,-0.3,0.7,-0.0,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.548,-11.8,-3.2,0.7,-1.5,0.3,3.2,-0.3,0.7,-0.0,-0.6,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.621,-11.7,-2.8,-0.2,-0.5,-0.0,1.2,-0.2,0.7,-0.1,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.628,-10.9,-1.6,-0.4,-0.6,0.2,-0.1,-0.2,0.7,-0.1,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.63,-10.3,-1.3,-0.3,-1.1,0.3,-0.6,-0.2,0.7,-0.1,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.632,-10.1,-2.2,-0.3,-1.1,0.3,-0.6,-0.2,0.7,-0.1,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.722,-10.1,-3.5,-0.7,-1.7,0.2,-0.7,-0.2,0.7,-0.1,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.724,-9.8,-4.0,-1.0,-1.7,0.2,-0.7,-0.2,0.7,-0.1,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.726,-9.1,-4.2,-1.3,-2.0,-0.1,-0.6,-0.2,0.7,-0.0,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.728,-8.6,-4.4,-1.7,-2.0,-0.1,-0.6,-0.2,0.7,-0.0,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.73,-8.3,-4.4,-1.9,-2.4,-0.3,-0.4,-0.2,0.7,-0.0,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.823,-8.1,-4.3,-1.8,-1.8,-0.6,0.2,-0.1,0.7,0.0,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.824,-8.1,-4.1,-1.6,-1.8,-0.6,0.2,-0.1,0.7,0.0,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.826,-8.3,-4.2,-1.2,-1.8,-0.6,0.2,-0.1,0.7,0.0,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.828,-8.8,-4.4,-0.9,-1.8,-0.6,0.2,-0.1,0.7,0.0,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.829,-9.3,-4.5,-0.8,-1.8,-0.6,0.2,-0.1,0.7,0.0,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.923,-9.8,-4.5,-0.7,-0.8,0.3,0.6,-0.1,0.7,0.0,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.924,-10.3,-4.3,-0.5,-0.8,0.4,0.4,-0.1,0.7,0.0,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.926,-10.5,-4.1,-0.8,-0.9,0.4,0.3,-0.1,0.7,0.0,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.928,-10.4,-4.1,-1.0,-0.8,0.6,0.1,-0.1,0.7,0.0,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
1.929,-10.5,-4.4,-1.1,-0.8,0.6,0.1,-0.1,0.7,0.0,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
2.023,-11.1,-4.6,-0.7,-0.6,0.7,-0.1,-0.0,0.7,0.0,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
2.028,-11.3,-4.4,-0.8,-0.2,0.5,-0.6,-0.0,0.7,0.1,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
2.03,-10.5,-3.9,-0.6,-0.2,0.5,-0.6,-0.0,0.7,0.1,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
2.031,-9.5,-4.6,0.4,0.0,0.4,-0.7,-0.0,0.7,0.1,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
2.033,-11.1,-5.5,3.4,0.0,0.4,-0.7,-0.0,0.7,0.1,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
2.122,-10.0,0.5,4.8,0.9,-0.1,-0.4,-0.1,0.7,-0.0,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
2.124,-9.7,5.0,3.6,-1.4,-0.3,-0.9,-0.1,0.7,0.0,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
2.125,-11.4,2.6,2.8,-1.4,-0.3,-0.9,-0.1,0.7,0.0,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
2.127,-11.5,-1.7,1.6,-1.4,-0.3,-0.9,-0.1,0.7,0.0,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
2.223,-10.7,-2.6,1.1,-2.8,-0.5,-1.1,-0.1,0.7,0.0,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
2.228,-10.9,-4.4,-0.1,-2.8,-0.5,-1.1,-0.1,0.7,0.0,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
2.23,-11.0,-3.1,-1.0,-2.8,-0.5,-1.1,-0.1,0.7,0.0,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
2.235,-10.6,-1.0,-1.5,-2.8,-0.5,-1.1,-0.1,0.7,0.0,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
2.237,-9.9,-2.2,-2.0,-2.8,-0.5,-1.1,-0.1,0.7,0.0,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
2.323,-9.8,-3.6,-1.7,-0.5,-0.7,-1.7,-0.1,0.7,0.2,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
2.324,-9.8,-3.0,-1.1,-0.5,-0.7,-1.7,-0.1,0.7,0.2,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
2.326,-9.5,-2.3,-0.8,-0.4,-0.8,-1.5,-0.1,0.7,0.2,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
2.328,-8.8,-2.7,-0.1,-0.4,-0.8,-1.5,-0.1,0.7,0.2,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
2.329,-8.1,-3.2,0.7,-0.7,-0.9,-1.3,-0.1,0.7,0.2,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
2.426,-7.8,-3.1,0.7,-0.6,-0.6,-0.8,-0.1,0.7,0.2,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
2.428,-7.5,-2.5,0.6,-0.4,-0.5,-0.6,-0.1,0.7,0.2,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
2.429,-7.1,-2.3,0.6,-0.4,-0.5,-0.6,-0.1,0.7,0.2,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
2.431,-6.9,-2.6,1.0,-0.3,-0.4,-0.3,-0.1,0.6,0.2,-0.7,D01,Walking,R01,23.0,1.69,61.8,Female,U11
