time,accel_x_list,accel_y_list,accel_z_list,gyro_x_list,gyro_y_list,gyro_z_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list,Activity_Code,Activity_Name,Trial_ID,Age,Height,Weight,Gender,User_ID
0.0,0.4,0.4,10.0,-0.0,0.0,-0.0,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.001,0.9,0.2,8.9,-0.0,0.0,-0.0,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.003,-0.1,0.9,10.3,0.7,0.7,-0.0,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.005,1.2,0.2,10.7,-0.2,-0.0,0.1,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.121,-1.5,1.1,10.0,-0.4,-0.0,0.1,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.123,1.3,-0.9,9.2,-0.4,-0.0,0.1,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.125,1.2,0.9,10.1,-0.4,-0.0,0.1,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.13,-0.2,0.5,10.0,0.1,0.0,0.1,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.131,0.7,0.1,10.0,0.1,0.0,0.1,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.223,1.3,-0.5,9.7,-0.1,-0.0,0.0,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.224,0.8,-0.1,9.6,-0.1,-0.0,0.0,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.23,0.8,0.3,9.8,-0.1,-0.0,0.0,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.232,0.7,0.3,9.8,-0.1,-0.0,0.0,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.234,0.5,0.2,9.7,0.1,-0.0,0.0,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.235,0.6,0.2,9.8,0.1,-0.0,0.0,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.321,0.5,0.2,9.9,0.0,0.0,0.1,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.327,0.5,0.3,9.9,0.0,0.0,0.1,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.329,0.5,0.2,9.9,0.0,0.0,0.1,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.33,0.4,0.2,9.9,0.0,0.0,0.1,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.343,0.4,0.2,9.9,-0.0,0.0,0.1,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.421,0.5,0.3,9.8,-0.0,-0.0,-0.0,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.423,0.6,0.3,9.8,-0.0,-0.0,-0.0,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.425,0.5,0.4,9.8,-0.0,-0.0,-0.0,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.426,0.5,0.4,9.8,-0.0,-0.0,-0.0,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.428,0.5,0.3,9.8,-0.0,-0.0,-0.0,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.522,0.5,0.4,9.8,-0.0,0.0,0.0,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.523,0.4,0.4,9.7,-0.0,0.0,0.0,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.528,0.4,0.5,9.6,-0.0,0.0,0.0,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.53,0.4,0.4,9.5,-0.1,0.0,0.1,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.531,0.4,0.3,9.3,-0.1,0.0,0.1,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.621,0.4,0.4,9.1,-0.1,0.1,0.1,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.623,0.3,1.0,8.4,-0.1,0.1,0.1,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.625,0.3,1.8,7.5,-0.1,0.1,0.1,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.626,0.0,2.5,6.1,-0.1,0.1,0.1,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.632,0.1,3.4,3.8,-0.6,0.1,0.1,1.0,0.0,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.697,1.1,3.3,2.2,-2.8,0.4,0.1,1.0,-0.1,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.699,1.2,1.1,2.0,-2.8,0.4,0.1,1.0,-0.1,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.701,-0.3,-0.3,2.3,-2.8,0.4,0.1,1.0,-0.1,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.713,-1.8,-0.4,2.7,-2.8,0.4,0.1,1.0,-0.1,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.723,-3.1,-0.9,2.9,-3.2,1.8,0.9,1.0,-0.1,-0.0,0.2,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.82,-4.4,-3.8,5.2,-2.9,3.8,2.6,0.9,-0.2,0.1,0.3,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.822,-8.2,-5.0,4.4,-2.9,3.8,2.6,0.9,-0.2,0.1,0.3,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.823,-9.3,-5.4,4.5,-2.9,3.8,2.6,0.9,-0.2,0.1,0.3,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.825,-8.8,-4.0,6.3,-2.5,4.2,3.1,0.9,-0.2,0.1,0.3,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.923,-9.9,-4.0,7.6,-1.7,4.3,2.9,0.9,-0.3,0.2,0.3,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.924,-12.7,-3.5,6.0,-1.7,4.3,2.9,0.9,-0.3,0.2,0.3,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.926,-13.2,-4.7,3.8,-1.7,4.3,2.9,0.9,-0.3,0.2,0.3,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.928,-12.7,-6.4,2.3,-3.0,4.6,2.4,0.9,-0.3,0.2,0.3,D01,Walking,R01,22.0,1.7,52.0,Female,U09
0.929,-12.3,-5.8,1.9,-3.0,4.6,2.4,0.9,-0.3,0.2,0.3,D01,Walking,R01,22.0,1.7,52.0,Female,U09
