time,accel_x_list,accel_y_list,accel_z_list,gyro_x_list,gyro_y_list,gyro_z_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list,Activity_Code,Activity_Name,Trial_ID,Age,Height,Weight,Gender,User_ID
0.0,-0.5,2.4,9.2,-0.2,-0.1,0.1,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.002,-0.7,2.2,9.4,0.1,0.1,0.0,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.005,-0.8,2.6,9.5,0.1,0.1,-0.2,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.011,-0.4,2.7,9.8,0.1,0.1,-0.2,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.127,-0.1,2.5,9.8,-0.1,-0.0,0.0,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.128,-0.2,2.5,9.8,-0.1,-0.0,0.0,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.13,-0.9,2.4,9.3,-0.1,0.0,-0.0,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.132,-1.0,2.7,9.2,0.3,0.1,-0.2,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.133,-0.8,3.2,9.6,0.3,0.1,-0.2,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.228,-0.5,3.5,9.7,0.1,0.0,-0.1,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.23,-0.2,2.9,9.7,0.1,0.0,-0.1,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.231,-0.3,2.6,9.5,0.0,0.0,0.0,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.237,-0.9,2.4,9.2,-0.1,-0.0,0.0,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.239,-0.6,2.3,9.5,-0.2,-0.1,0.1,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.241,-0.2,2.3,9.5,-0.2,-0.1,0.1,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.327,-0.2,2.1,9.5,-0.2,0.0,0.0,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.328,-0.2,2.0,9.6,-0.2,0.0,0.0,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.334,-0.5,2.5,9.5,-0.2,0.0,0.0,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.335,-1.3,2.4,9.5,-0.2,0.0,0.0,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.348,-0.9,2.2,9.4,-0.2,0.2,0.1,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.415,-0.5,2.4,9.2,0.1,-0.0,-0.1,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.417,-0.6,2.7,9.3,0.1,0.1,-0.1,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.418,-0.7,2.9,9.3,0.1,0.1,-0.1,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.42,-0.7,2.5,9.2,-0.1,0.1,-0.1,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.422,-0.7,2.7,9.3,-0.0,0.1,-0.0,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.5,-0.7,2.8,9.3,0.1,0.1,0.0,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.502,-0.8,2.6,9.3,0.1,0.1,0.0,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.504,-1.0,2.6,9.1,0.1,0.1,0.0,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.505,-1.0,2.5,9.4,0.1,0.1,0.0,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.626,-1.0,2.5,9.5,0.0,0.2,0.0,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.628,-0.7,2.5,9.5,0.0,0.2,0.0,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.629,-0.7,2.5,9.0,0.0,0.2,0.0,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.631,-0.5,2.6,8.8,0.0,0.2,0.0,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.729,-0.4,2.6,9.0,0.1,0.3,0.1,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.731,-0.7,2.9,9.0,0.1,0.3,0.1,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.732,-1.0,3.3,9.3,0.1,0.3,0.1,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.734,-1.1,2.9,9.8,0.1,0.3,0.1,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.735,-1.0,2.6,9.2,0.1,0.3,0.1,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.747,-1.1,2.5,9.3,-0.2,0.4,0.2,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.749,-1.3,2.3,9.4,-0.5,0.4,0.2,0.1,-0.0,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.843,-1.5,2.1,9.4,-0.7,0.7,0.3,0.1,-0.1,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.845,-1.7,1.9,9.6,-0.5,0.6,0.3,0.1,-0.1,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.847,-1.5,2.0,9.9,-0.3,0.4,0.3,0.1,-0.1,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.852,-1.1,1.9,9.8,-0.3,0.2,0.1,0.1,-0.1,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.854,-0.8,1.7,9.5,-0.3,0.2,0.1,0.1,-0.1,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.927,-1.2,1.9,9.0,-0.1,0.3,0.4,0.1,-0.1,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.933,-1.2,1.9,8.4,-0.7,0.6,0.5,0.1,-0.1,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.937,-1.6,1.1,7.2,0.1,0.9,0.2,0.1,-0.1,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.939,-1.9,0.3,7.2,0.1,0.9,0.2,0.1,-0.1,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
0.941,-2.2,0.6,8.5,0.1,0.9,0.2,0.1,-0.1,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.028,-2.8,1.2,9.7,0.4,0.6,0.1,0.1,-0.1,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.03,-3.4,1.4,9.9,0.4,0.6,0.1,0.1,-0.1,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.031,-3.6,1.7,9.9,0.4,0.6,0.1,0.1,-0.1,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.033,-3.2,2.5,9.7,0.4,0.6,0.1,0.1,-0.1,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.127,-2.9,3.1,9.8,0.3,0.5,0.2,0.1,-0.1,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.128,-3.0,3.4,9.8,0.3,0.5,0.2,0.1,-0.1,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.13,-3.1,3.2,10.0,0.3,0.5,0.2,0.1,-0.1,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.143,-3.1,2.6,10.2,0.1,0.6,0.3,0.1,-0.1,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.153,-3.2,1.6,10.0,-0.2,0.6,0.3,0.1,-0.1,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.227,-3.2,1.2,9.6,-0.5,0.5,0.4,0.1,-0.2,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.228,-3.2,1.3,9.4,-0.5,0.5,0.4,0.1,-0.2,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.235,-3.2,1.6,8.9,-0.1,0.6,0.4,0.1,-0.2,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.238,-3.5,1.6,8.8,-0.1,0.6,0.4,0.1,-0.2,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.24,-3.6,1.2,8.7,-0.1,0.6,0.2,0.0,-0.2,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.327,-4.1,1.2,9.2,-0.2,0.4,0.1,0.0,-0.2,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.329,-4.6,1.5,9.4,-0.1,0.3,0.0,0.0,-0.2,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.33,-4.8,1.5,9.5,-0.1,0.3,0.0,0.0,-0.2,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.332,-4.7,1.4,9.2,-0.1,0.3,0.0,0.0,-0.2,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.334,-4.7,1.4,9.1,-0.1,0.3,0.0,0.0,-0.2,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.401,-4.7,1.8,8.9,0.0,0.3,-0.0,0.0,-0.2,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.403,-4.8,2.3,9.0,0.0,0.3,-0.0,0.0,-0.2,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.409,-4.9,2.3,9.0,-0.1,0.1,0.1,0.0,-0.2,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.411,-5.0,1.9,9.1,-0.1,0.0,0.1,0.0,-0.2,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.413,-5.0,1.9,9.0,-0.1,0.0,0.1,0.0,-0.2,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.525,-5.0,2.2,9.2,-0.0,-0.0,0.1,0.0,-0.2,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.526,-5.1,2.3,9.5,-0.0,-0.0,0.1,0.0,-0.2,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.541,-5.1,2.5,9.3,-0.0,-0.1,0.1,0.0,-0.2,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.544,-4.6,2.4,8.8,-0.0,-0.1,0.1,0.0,-0.2,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.629,-4.2,1.6,8.9,-0.3,-0.3,-0.1,0.0,-0.2,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.631,-4.5,1.3,8.9,-0.5,-0.3,-0.2,0.0,-0.2,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.633,-4.3,1.7,8.6,-0.5,-0.3,-0.2,0.0,-0.2,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.634,-4.0,2.1,8.9,-0.3,-0.3,-0.1,0.0,-0.2,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
1.639,-3.8,2.3,8.9,-0.0,-0.4,-0.1,0.0,-0.2,0.1,1.0,D01,Walking,R01,82.0,1.6,60.0,Female,U23
