time,accel_x_list,accel_y_list,accel_z_list,gyro_x_list,gyro_y_list,gyro_z_list,orientation_s_list,orientation_i_list,orientation_j_list,orientation_k_list,Activity_Code,Activity_Name,Trial_ID,Age,Height,Weight,Gender,User_ID
0.0,-6.3,-5.3,5.4,0.2,-0.0,-0.1,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.001,-5.8,-5.4,5.3,0.0,-0.1,-0.0,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.003,-5.8,-5.5,5.1,0.0,-0.0,0.0,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.004,-6.0,-5.5,5.0,0.0,-0.0,0.1,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.006,-5.3,-5.5,4.8,0.3,0.0,0.2,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.008,-6.1,-5.1,5.3,0.1,0.0,0.2,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.099,-6.6,-5.3,5.6,-0.2,-0.1,0.1,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.1,-6.5,-5.2,5.2,-0.2,-0.1,0.1,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.102,-6.2,-5.4,4.9,-0.2,-0.1,0.1,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.104,-6.0,-5.7,5.0,-0.4,-0.1,0.0,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.105,-6.0,-5.9,5.3,-0.4,-0.1,0.0,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.198,-5.9,-5.9,5.2,0.1,-0.0,-0.0,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.2,-6.0,-5.3,5.4,0.2,-0.0,0.1,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.201,-6.2,-5.4,5.5,0.2,-0.0,0.1,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.203,-6.1,-5.7,5.3,0.2,-0.0,0.1,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.205,-6.1,-5.5,5.3,-0.0,-0.1,0.1,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.298,-5.8,-5.5,5.3,-0.2,-0.1,0.1,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.3,-5.9,-5.6,5.2,-0.2,-0.1,0.1,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.302,-6.0,-5.6,5.3,-0.2,-0.1,0.1,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.319,-6.1,-5.3,5.4,-0.0,-0.1,0.2,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.32,-6.0,-5.2,5.3,-0.0,-0.1,0.2,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.431,-6.0,-5.4,5.2,-0.3,-0.1,0.3,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.433,-6.0,-5.2,5.3,-0.3,-0.1,0.3,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.435,-6.3,-5.7,5.2,-0.3,-0.1,0.3,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.436,-5.9,-5.9,5.0,-0.2,-0.1,0.3,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.438,-6.3,-5.5,5.1,-0.2,-0.1,0.3,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.504,-6.1,-5.6,5.0,0.1,0.0,0.1,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.505,-6.5,-5.2,5.2,0.1,0.0,0.1,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.507,-6.5,-5.0,5.4,0.1,0.0,0.1,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.509,-6.4,-5.4,5.2,-0.1,-0.0,0.1,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.598,-6.4,-5.7,4.9,-0.2,0.0,0.0,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.6,-6.4,-5.5,5.0,-0.2,0.0,0.0,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.601,-6.3,-5.4,5.1,-0.2,0.0,0.0,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.603,-6.5,-5.3,5.4,-0.0,0.1,0.0,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.605,-6.3,-5.5,5.2,0.1,0.1,0.0,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.698,-6.4,-5.4,5.1,-0.0,0.1,0.0,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.704,-6.5,-5.5,5.1,-0.0,0.1,0.0,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.706,-6.4,-5.4,5.1,-0.0,0.1,0.0,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.728,-6.2,-5.2,5.2,0.1,0.1,-0.0,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
0.729,-6.3,-5.2,5.2,0.1,0.1,-0.0,-0.8,0.2,-0.4,0.3,D01,Walking,R01,77.0,1.6,65.9,Female,U29
